elicitation_value,PID,article,study,treatment,elicitation_id,year,elicitation_defined,true_value,elicitation_accuracy_abs,elicitation_accuracy_signed,exclude
43294.73769873903,a5ad61315b1e,drugOverdose,,visual,1.0,2009.0,True,37004.0,6290.737698739031,6290.737698739031,0
46101.75524259868,a5ad61315b1e,drugOverdose,,visual,1.0,2010.0,True,38329.0,7772.75524259868,7772.75524259868,0
45540.35173382676,a5ad61315b1e,drugOverdose,,visual,1.0,2011.0,True,41340.0,4200.351733826763,4200.351733826763,0
44978.94822505483,a5ad61315b1e,drugOverdose,,visual,1.0,2012.0,True,41502.0,3476.948225054832,3476.948225054832,0
44417.5447162829,a5ad61315b1e,drugOverdose,,visual,1.0,2013.0,True,43982.0,435.5447162829005,435.5447162829005,0
46663.15875137062,a5ad61315b1e,drugOverdose,,visual,1.0,2014.0,True,47055.0,391.8412486293819,-391.8412486293819,0
53400.00085663376,a5ad61315b1e,drugOverdose,,visual,1.0,2015.0,True,52404.0,996.0008566337638,996.0008566337638,0
57891.22892680921,a5ad61315b1e,drugOverdose,,visual,1.0,2016.0,True,63632.0,5740.771073190786,-5740.771073190786,0
64066.66645250822,a5ad61315b1e,drugOverdose,,visual,1.0,2017.0,True,70237.0,6170.333547491777,-6170.333547491777,0
66312.28048759594,a5ad61315b1e,drugOverdose,,visual,1.0,2018.0,True,67367.0,1054.719512404059,-1054.719512404059,0
63785.96469812226,a5ad61315b1e,drugOverdose,,visual,1.0,2019.0,True,70630.0,6844.035301877739,-6844.035301877739,0
1.4951755456757132,a5ad61315b1e,southAfrica,,visual,1.0,2003.0,True,1.54,0.0448244543242868,-0.0448244543242868,0
1.3548246684827303,a5ad61315b1e,southAfrica,,visual,1.0,2004.0,True,1.53,0.1751753315172697,-0.1751753315172697,0
1.3548246684827303,a5ad61315b1e,southAfrica,,visual,1.0,2005.0,True,1.5,0.1451753315172697,-0.1451753315172697,0
1.4250001070792218,a5ad61315b1e,southAfrica,,visual,1.0,2006.0,True,1.47,0.0449998929207782,-0.0449998929207782,0
1.4951755456757132,a5ad61315b1e,southAfrica,,visual,1.0,2007.0,True,1.42,0.0751755456757132,0.0751755456757132,0
1.144298352693257,a5ad61315b1e,southAfrica,,visual,1.0,2008.0,True,1.37,0.225701647306743,-0.225701647306743,0
1.0039469401041667,a5ad61315b1e,southAfrica,,visual,1.0,2009.0,True,1.32,0.3160530598958333,-0.3160530598958333,0
1.0039469401041667,a5ad61315b1e,southAfrica,,visual,1.0,2010.0,True,1.32,0.3160530598958333,-0.3160530598958333,0
1.03903519479852,a5ad61315b1e,southAfrica,,visual,1.0,2011.0,True,1.27,0.2309648052014801,-0.2309648052014801,0
1.5653509842722035,a5ad61315b1e,southAfrica,,visual,1.0,2012.0,True,1.22,0.3453509842722035,0.3453509842722035,0
1.1793860719915017,a5ad61315b1e,southAfrica,,visual,1.0,2013.0,True,1.15,0.0293860719915017,0.0293860719915017,0
0.8635960629111838,a5ad61315b1e,southAfrica,,visual,1.0,2014.0,True,1.09,0.2264039370888162,-0.2264039370888162,0
0.8986837822094296,a5ad61315b1e,southAfrica,,visual,1.0,2015.0,True,1.04,0.1413162177905704,-0.1413162177905704,0
1.1092106333950114,a5ad61315b1e,southAfrica,,visual,1.0,2016.0,True,1.0,0.1092106333950113,0.1092106333950113,0
0.968859220805921,a5ad61315b1e,southAfrica,,visual,1.0,2017.0,True,1.0,0.0311407791940789,-0.0311407791940789,0
1.3197369491844846,a5ad61315b1e,southAfrica,,visual,1.0,2018.0,True,1.0,0.3197369491844846,0.3197369491844846,0
1.4250001070792218,a5ad61315b1e,southAfrica,,visual,1.0,2019.0,True,0.98,0.4450001070792218,0.4450001070792218,0
1.2359651264391447,a5ad61315b1e,italy,,visual,1.0,2003.0,True,1.34,0.1040348735608553,-0.1040348735608553,0
1.2359651264391447,a5ad61315b1e,italy,,visual,1.0,2004.0,True,1.36,0.1240348735608554,-0.1240348735608554,0
1.551754600123355,a5ad61315b1e,italy,,visual,1.0,2005.0,True,1.36,0.191754600123355,0.191754600123355,0
1.551754600123355,a5ad61315b1e,italy,,visual,1.0,2006.0,True,1.36,0.191754600123355,0.191754600123355,0
0.8850879334566886,a5ad61315b1e,italy,,visual,1.0,2007.0,True,1.35,0.4649120665433115,-0.4649120665433115,0
0.9903510913514256,a5ad61315b1e,italy,,visual,1.0,2008.0,True,1.34,0.3496489086485743,-0.3496489086485743,0
1.83245635450932,a5ad61315b1e,italy,,visual,1.0,2009.0,True,1.33,0.5024563545093197,0.5024563545093197,0
1.4114037229303733,a5ad61315b1e,italy,,visual,1.0,2010.0,True,1.32,0.0914037229303732,0.0914037229303732,0
0.8850879334566886,a5ad61315b1e,italy,,visual,1.0,2011.0,True,1.29,0.4049120665433114,-0.4049120665433114,0
0.8500002141584428,a5ad61315b1e,italy,,visual,1.0,2012.0,True,1.24,0.3899997858415571,-0.3899997858415571,0
1.1307019685444075,a5ad61315b1e,italy,,visual,1.0,2013.0,True,1.18,0.0492980314555924,-0.0492980314555924,0
1.200877407140899,a5ad61315b1e,italy,,visual,1.0,2014.0,True,1.13,0.070877407140899,0.070877407140899,0
0.9903510913514256,a5ad61315b1e,italy,,visual,1.0,2015.0,True,1.1,0.1096489086485743,-0.1096489086485743,0
0.8850879334566886,a5ad61315b1e,italy,,visual,1.0,2016.0,True,1.08,0.1949120665433115,-0.1949120665433115,0
1.2710528457373904,a5ad61315b1e,italy,,visual,1.0,2017.0,True,1.07,0.2010528457373903,0.2010528457373903,0
1.341228284333882,a5ad61315b1e,italy,,visual,1.0,2018.0,True,1.05,0.2912282843338818,0.2912282843338818,0
1.5868423194216008,a5ad61315b1e,italy,,visual,1.0,2019.0,True,1.01,0.5768423194216008,0.5768423194216008,0
2.920614142166941,a5ad61315b1e,population,,visual,1.0,2003.0,True,2.75,0.1706141421669409,0.1706141421669409,0
2.885526422868695,a5ad61315b1e,population,,visual,1.0,2004.0,True,2.81,0.0755264228686951,0.0755264228686951,0
2.885526422868695,a5ad61315b1e,population,,visual,1.0,2005.0,True,2.87,0.0155264228686951,0.0155264228686951,0
2.920614142166941,a5ad61315b1e,population,,visual,1.0,2006.0,True,2.91,0.0106141421669407,0.0106141421669407,0
2.9557018614651867,a5ad61315b1e,population,,visual,1.0,2007.0,True,2.94,0.0157018614651867,0.0157018614651867,0
2.9557018614651867,a5ad61315b1e,population,,visual,1.0,2008.0,True,2.98,0.0242981385348133,-0.0242981385348133,0
3.025877300061678,a5ad61315b1e,population,,visual,1.0,2009.0,True,3.01,0.0158773000616783,0.0158773000616783,0
3.060965019359924,a5ad61315b1e,population,,visual,1.0,2010.0,True,3.05,0.010965019359924,0.010965019359924,0
3.16622817725466,a5ad61315b1e,population,,visual,1.0,2011.0,True,3.11,0.0562281772546597,0.0562281772546597,0
3.482017650938871,a5ad61315b1e,population,,visual,1.0,2012.0,True,3.19,0.2920176509388712,0.2920176509388712,0
3.16622817725466,a5ad61315b1e,population,,visual,1.0,2013.0,True,3.28,0.1137718227453401,-0.1137718227453401,0
3.236403615851151,a5ad61315b1e,population,,visual,1.0,2014.0,True,3.37,0.133596384148849,-0.133596384148849,0
3.867982563219572,a5ad61315b1e,population,,visual,1.0,2015.0,True,3.46,0.4079825632195719,0.4079825632195719,0
3.9381580018160633,a5ad61315b1e,population,,visual,1.0,2016.0,True,3.56,0.3781580018160633,0.3781580018160633,0
3.973245721114309,a5ad61315b1e,population,,visual,1.0,2017.0,True,3.64,0.3332457211143089,0.3332457211143089,0
4.429386071991503,a5ad61315b1e,population,,visual,1.0,2018.0,True,3.67,0.7593860719915027,0.7593860719915027,0
4.499561510587994,a5ad61315b1e,population,,visual,1.0,2019.0,True,3.7,0.7995615105879939,0.7995615105879939,0
2978.9439418859674,a5ad61315b1e,cocaine,,visual,1.0,2003.0,True,2747.0,231.94394188596743,231.94394188596743,0
4101.750959429822,a5ad61315b1e,cocaine,,visual,1.0,2004.0,True,3005.0,1096.7509594298217,1096.7509594298217,0
5785.961485745616,a5ad61315b1e,cocaine,,visual,1.0,2005.0,True,3269.0,2516.9614857456163,2516.9614857456163,0
5785.961485745616,a5ad61315b1e,cocaine,,visual,1.0,2006.0,True,3445.0,2340.9614857456163,2340.9614857456163,0
5785.961485745616,a5ad61315b1e,cocaine,,visual,1.0,2007.0,True,3477.0,2308.9614857456163,2308.9614857456163,0
5785.961485745616,a5ad61315b1e,cocaine,,visual,1.0,2008.0,True,3512.0,2273.9614857456163,2273.9614857456163,0
5785.961485745616,a5ad61315b1e,cocaine,,visual,1.0,2009.0,True,3545.0,2240.9614857456163,2240.9614857456163,0
6066.663240131582,a5ad61315b1e,cocaine,,visual,1.0,2010.0,True,3592.0,2474.663240131582,2474.663240131582,0
6908.768503289471,a5ad61315b1e,cocaine,,visual,1.0,2011.0,True,3814.0,3094.7685032894706,3094.7685032894706,0
8312.28155838816,a5ad61315b1e,cocaine,,visual,1.0,2012.0,True,4043.0,4269.28155838816,4269.28155838816,0
9715.79033031798,a5ad61315b1e,cocaine,,visual,1.0,2013.0,True,4385.0,5330.790330317979,5330.790330317979,0
10277.19383908991,a5ad61315b1e,cocaine,,visual,1.0,2014.0,True,4864.0,5413.19383908991,5413.19383908991,0
10277.19383908991,a5ad61315b1e,cocaine,,visual,1.0,2015.0,True,5517.0,4760.19383908991,4760.19383908991,0
10277.19383908991,a5ad61315b1e,cocaine,,visual,1.0,2016.0,True,6364.0,3913.1938390899104,3913.1938390899104,0
12242.106119791662,a5ad61315b1e,cocaine,,visual,1.0,2017.0,True,7188.0,5054.106119791662,5054.106119791662,0
14207.018400493424,a5ad61315b1e,cocaine,,visual,1.0,2018.0,True,7765.0,6442.018400493424,6442.018400493424,0
14768.421909265357,a5ad61315b1e,cocaine,,visual,1.0,2019.0,True,8323.0,6445.421909265355,6445.421909265355,0
1185.9666255482448,a5ad61315b1e,heroin,,visual,1.0,2003.0,True,2080.0,894.0333744517552,-894.0333744517552,0
905.2648711622792,a5ad61315b1e,heroin,,visual,1.0,2004.0,True,1878.0,972.7351288377208,-972.7351288377208,0
905.2648711622792,a5ad61315b1e,heroin,,visual,1.0,2005.0,True,2009.0,1103.7351288377208,-1103.7351288377208,0
905.2648711622792,a5ad61315b1e,heroin,,visual,1.0,2006.0,True,2088.0,1182.7351288377208,-1182.7351288377208,0
905.2648711622792,a5ad61315b1e,heroin,,visual,1.0,2007.0,True,2399.0,1493.7351288377208,-1493.7351288377208,0
2028.071888706142,a5ad61315b1e,heroin,,visual,1.0,2008.0,True,3041.0,1012.928111293858,-1012.928111293858,0
3431.5806606359624,a5ad61315b1e,heroin,,visual,1.0,2009.0,True,3278.0,153.58066063596243,153.58066063596243,0
5396.492941337723,a5ad61315b1e,heroin,,visual,1.0,2010.0,True,3036.0,2360.492941337723,2360.492941337723,0
5677.194695723689,a5ad61315b1e,heroin,,visual,1.0,2011.0,True,4397.0,1280.1946957236887,1280.1946957236887,0
5677.194695723689,a5ad61315b1e,heroin,,visual,1.0,2012.0,True,5925.0,247.8053042763113,-247.8053042763113,0
7361.405222039474,a5ad61315b1e,heroin,,visual,1.0,2013.0,True,8257.0,895.5947779605258,-895.5947779605258,0
10168.422765899124,a5ad61315b1e,heroin,,visual,1.0,2014.0,True,10574.0,405.577234100876,-405.577234100876,0
12133.335046600874,a5ad61315b1e,heroin,,visual,1.0,2015.0,True,12989.0,855.6649533991258,-855.6649533991258,0
12975.440309758773,a5ad61315b1e,heroin,,visual,1.0,2016.0,True,15482.0,2506.559690241227,-2506.559690241227,0
10449.12452028509,a5ad61315b1e,heroin,,visual,1.0,2017.0,True,15482.0,5032.87547971491,-5032.87547971491,0
9326.317502741224,a5ad61315b1e,heroin,,visual,1.0,2018.0,True,14996.0,5669.682497258775,-5669.682497258775,0
9326.317502741224,a5ad61315b1e,heroin,,visual,1.0,2019.0,True,14019.0,4692.682497258775,-4692.682497258775,0
3322.805304276315,a5ad61315b1e,opioids,,visual,1.0,2003.0,True,1400.0,1922.805304276315,1922.805304276315,0
4164.910567434213,a5ad61315b1e,opioids,,visual,1.0,2004.0,True,1664.0,2500.9105674342127,2500.9105674342127,0
3884.208813048247,a5ad61315b1e,opioids,,visual,1.0,2005.0,True,1742.0,2142.2088130482466,2142.2088130482466,0
3603.507058662281,a5ad61315b1e,opioids,,visual,1.0,2006.0,True,2707.0,896.507058662281,896.507058662281,0
7533.331620065793,a5ad61315b1e,opioids,,visual,1.0,2007.0,True,2213.0,5320.331620065793,5320.331620065793,0
11182.45442708333,a5ad61315b1e,opioids,,visual,1.0,2008.0,True,2306.0,8876.45442708333,8876.45442708333,0
14550.87547971491,a5ad61315b1e,opioids,,visual,1.0,2009.0,True,2946.0,11604.87547971491,11604.87547971491,0
15673.682497258776,a5ad61315b1e,opioids,,visual,1.0,2010.0,True,3007.0,12666.682497258776,12666.682497258776,0
15954.38425164474,a5ad61315b1e,opioids,,visual,1.0,2011.0,True,2666.0,13288.38425164474,13288.38425164474,0
17357.89302357456,a5ad61315b1e,opioids,,visual,1.0,2012.0,True,2628.0,14729.89302357456,14729.89302357456,0
22129.82284813597,a5ad61315b1e,opioids,,visual,1.0,2013.0,True,3105.0,19024.82284813597,19024.82284813597,0
27182.454427083336,a5ad61315b1e,opioids,,visual,1.0,2014.0,True,5544.0,21638.454427083336,21638.454427083336,0
37849.12109375,a5ad61315b1e,opioids,,visual,1.0,2015.0,True,9580.0,28269.12109375,28269.12109375,0
38691.2263569079,a5ad61315b1e,opioids,,visual,1.0,2016.0,True,19413.0,19278.2263569079,19278.2263569079,0
41498.243900767535,a5ad61315b1e,opioids,,visual,1.0,2017.0,True,28466.0,13032.243900767537,13032.243900767537,0
50761.40393708881,a5ad61315b1e,opioids,,visual,1.0,2018.0,True,31335.0,19426.403937088813,19426.403937088813,0
61147.36884936952,a5ad61315b1e,opioids,,visual,1.0,2019.0,True,36359.0,24788.368849369515,24788.368849369515,0
65077.19341077304,a5ad61315b1e,opioids,,visual,1.0,2020.0,True,56516.0,8561.193410773034,8561.193410773034,0
66200.00042831688,a5ad61315b1e,opioids,,visual,1.0,2021.0,True,70601.0,4400.999571683118,-4400.999571683118,0
3.0,92ba25f8bdf2,gun,two,txt,,,,,,,1
1.0,92ba25f8bdf2,hiv,two,txt,,,,,,,1
5.0,92ba25f8bdf2,drugOverdose,two,txt,,,,,,,1
5.0,92ba25f8bdf2,southAfrica,two,txt,,,,,,,1
2.0,92ba25f8bdf2,italy,two,txt,,,,,,,1
5.0,92ba25f8bdf2,population,two,txt,,,,,,,1
4.0,92ba25f8bdf2,cocaine,two,txt,,,,,,,1
5.0,92ba25f8bdf2,heroin,two,txt,,,,,,,1
5.0,92ba25f8bdf2,opioids,two,txt,,,,,,,1
47260.23677357456,edb9b55f810a,gun,,visual,1.0,2003.0,True,44757.0,2503.236773574557,2503.236773574557,0
47540.93852796053,edb9b55f810a,gun,,visual,1.0,2004.0,True,44933.0,2607.9385279605267,2607.9385279605267,0
50067.254317434206,edb9b55f810a,gun,,visual,1.0,2005.0,True,45343.0,4724.254317434206,4724.254317434206,0
52593.5701069079,edb9b55f810a,gun,,visual,1.0,2006.0,True,45316.0,7277.5701069079005,7277.5701069079005,0
53997.07887883772,edb9b55f810a,gun,,visual,1.0,2007.0,True,43945.0,10052.078878837718,10052.078878837718,0
53435.67537006579,edb9b55f810a,gun,,visual,1.0,2008.0,True,39790.0,13645.675370065786,13645.675370065786,0
52312.86835252194,edb9b55f810a,gun,,visual,1.0,2009.0,True,36216.0,16096.86835252194,16096.86835252194,0
53154.973615679824,edb9b55f810a,gun,,visual,1.0,2010.0,True,35332.0,17822.973615679824,17822.973615679824,0
53154.973615679824,edb9b55f810a,gun,,visual,1.0,2011.0,True,35303.0,17851.973615679824,17851.973615679824,0
53154.973615679824,edb9b55f810a,gun,,visual,1.0,2012.0,True,36415.0,16739.973615679824,16739.973615679824,0
53154.973615679824,edb9b55f810a,gun,,visual,1.0,2013.0,True,35369.0,17785.973615679824,17785.973615679824,0
52593.5701069079,edb9b55f810a,gun,,visual,1.0,2014.0,True,35398.0,17195.5701069079,17195.5701069079,0
53154.973615679824,edb9b55f810a,gun,,visual,1.0,2015.0,True,37757.0,15397.973615679824,15397.973615679824,0
54558.48238760964,edb9b55f810a,gun,,visual,1.0,2016.0,True,40327.0,14231.482387609642,14231.482387609642,0
54839.18414199561,edb9b55f810a,gun,,visual,1.0,2017.0,True,40231.0,14608.18414199561,14608.18414199561,0
57926.90344024124,edb9b55f810a,gun,,visual,1.0,2018.0,True,39404.0,18522.90344024124,18522.90344024124,0
59330.41221217105,edb9b55f810a,gun,,visual,1.0,2019.0,True,39107.0,20223.412212171053,20223.412212171053,0
14540.938527960529,edb9b55f810a,hiv,,visual,1.0,2003.0,True,15100.0,559.0614720394733,-559.0614720394733,0
13418.131510416664,edb9b55f810a,hiv,,visual,1.0,2004.0,True,14416.0,997.8684895833358,-997.8684895833358,0
13698.83326480263,edb9b55f810a,hiv,,visual,1.0,2005.0,True,13839.0,140.16673519737014,-140.16673519737014,0
13137.4297560307,edb9b55f810a,hiv,,visual,1.0,2006.0,True,13265.0,127.57024396930136,-127.57024396930136,0
12014.622738486843,edb9b55f810a,hiv,,visual,1.0,2007.0,True,12444.0,429.37726151315655,-429.37726151315655,0
10891.82000411184,edb9b55f810a,hiv,,visual,1.0,2008.0,True,11400.0,508.1799958881602,-508.1799958881602,0
9769.012986567986,edb9b55f810a,hiv,,visual,1.0,2009.0,True,10551.0,781.9870134320136,-781.9870134320136,0
9207.609477796055,edb9b55f810a,hiv,,visual,1.0,2010.0,True,9143.0,64.60947779605522,64.60947779605522,0
8926.90772341009,edb9b55f810a,hiv,,visual,1.0,2011.0,True,8428.0,498.9077234100896,498.9077234100896,0
8926.90772341009,edb9b55f810a,hiv,,visual,1.0,2012.0,True,7973.0,953.9077234100896,953.9077234100896,0
10611.118249725874,edb9b55f810a,hiv,,visual,1.0,2013.0,True,7682.0,2929.118249725874,2929.118249725874,0
12014.622738486843,edb9b55f810a,hiv,,visual,1.0,2014.0,True,7413.0,4601.622738486843,4601.622738486843,0
12014.622738486843,edb9b55f810a,hiv,,visual,1.0,2015.0,True,7089.0,4925.622738486843,4925.622738486843,0
10891.82000411184,edb9b55f810a,hiv,,visual,1.0,2016.0,True,7430.0,3461.82000411184,3461.82000411184,0
9207.609477796055,edb9b55f810a,hiv,,visual,1.0,2017.0,True,7338.0,1869.6094777960552,1869.6094777960552,0
8646.205969024124,edb9b55f810a,hiv,,visual,1.0,2018.0,True,7200.0,1446.205969024124,1446.205969024124,0
8646.205969024124,edb9b55f810a,hiv,,visual,1.0,2019.0,True,7053.0,1593.205969024124,1593.205969024124,0
25517.54385964912,edb9b55f810a,drugOverdose,,visual,1.0,2003.0,True,25785.0,267.45614035087783,-267.45614035087783,0
26078.947368421053,edb9b55f810a,drugOverdose,,visual,1.0,2004.0,True,27424.0,1345.0526315789466,-1345.0526315789466,0
26078.947368421053,edb9b55f810a,drugOverdose,,visual,1.0,2005.0,True,29813.0,3734.0526315789466,-3734.0526315789466,0
26078.947368421053,edb9b55f810a,drugOverdose,,visual,1.0,2006.0,True,34425.0,8346.052631578947,-8346.052631578947,0
28043.859649122805,edb9b55f810a,drugOverdose,,visual,1.0,2007.0,True,36010.0,7966.140350877195,-7966.140350877195,0
31412.280701754386,edb9b55f810a,drugOverdose,,visual,1.0,2008.0,True,36450.0,5037.719298245615,-5037.719298245615,0
32815.789473684206,edb9b55f810a,drugOverdose,,visual,1.0,2009.0,True,37004.0,4188.210526315794,-4188.210526315794,0
33938.59649122807,edb9b55f810a,drugOverdose,,visual,1.0,2010.0,True,38329.0,4390.403508771931,-4390.403508771931,0
35622.807017543855,edb9b55f810a,drugOverdose,,visual,1.0,2011.0,True,41340.0,5717.192982456145,-5717.192982456145,0
37587.71929824562,edb9b55f810a,drugOverdose,,visual,1.0,2012.0,True,41502.0,3914.280701754382,-3914.280701754382,0
38991.22807017544,edb9b55f810a,drugOverdose,,visual,1.0,2013.0,True,43982.0,4990.771929824565,-4990.771929824565,0
42078.94736842105,edb9b55f810a,drugOverdose,,visual,1.0,2014.0,True,47055.0,4976.052631578947,-4976.052631578947,0
44043.85964912281,edb9b55f810a,drugOverdose,,visual,1.0,2015.0,True,52404.0,8360.140350877191,-8360.140350877191,0
47412.28070175438,edb9b55f810a,drugOverdose,,visual,1.0,2016.0,True,63632.0,16219.719298245618,-16219.719298245618,0
49377.19298245615,edb9b55f810a,drugOverdose,,visual,1.0,2017.0,True,70237.0,20859.80701754385,-20859.80701754385,0
54429.82456140351,edb9b55f810a,drugOverdose,,visual,1.0,2018.0,True,67367.0,12937.175438596489,-12937.175438596489,0
54710.52631578947,edb9b55f810a,drugOverdose,,visual,1.0,2019.0,True,70630.0,15919.473684210529,-15919.473684210529,0
1.3929095351905152,edb9b55f810a,southAfrica,,visual,1.0,2003.0,True,1.54,0.1470904648094848,-0.1470904648094848,0
1.2174714740953951,edb9b55f810a,southAfrica,,visual,1.0,2004.0,True,1.53,0.3125285259046049,-0.3125285259046049,0
1.1472960354989037,edb9b55f810a,southAfrica,,visual,1.0,2005.0,True,1.5,0.3527039645010963,-0.3527039645010963,0
1.1823837547971494,edb9b55f810a,southAfrica,,visual,1.0,2006.0,True,1.47,0.2876162452028505,-0.2876162452028505,0
1.1823837547971494,edb9b55f810a,southAfrica,,visual,1.0,2007.0,True,1.42,0.2376162452028505,-0.2376162452028505,0
1.2174714740953951,edb9b55f810a,southAfrica,,visual,1.0,2008.0,True,1.37,0.1525285259046049,-0.1525285259046049,0
1.357822351288377,edb9b55f810a,southAfrica,,visual,1.0,2009.0,True,1.32,0.0378223512883768,0.0378223512883768,0
1.4981726930852524,edb9b55f810a,southAfrica,,visual,1.0,2010.0,True,1.32,0.1781726930852523,0.1781726930852523,0
1.638523570278234,edb9b55f810a,southAfrica,,visual,1.0,2011.0,True,1.27,0.3685235702782341,0.3685235702782341,0
1.778874447471217,edb9b55f810a,southAfrica,,visual,1.0,2012.0,True,1.22,0.5588744474712171,0.5588744474712171,0
2.620979710629112,edb9b55f810a,southAfrica,,visual,1.0,2013.0,True,1.15,1.4709797106291125,1.4709797106291125,0
2.936769184313323,edb9b55f810a,southAfrica,,visual,1.0,2014.0,True,1.09,1.8467691843133227,1.8467691843133227,0
3.463084973787006,edb9b55f810a,southAfrica,,visual,1.0,2015.0,True,1.04,2.423084973787006,2.423084973787006,0
3.954313043962445,edb9b55f810a,southAfrica,,visual,1.0,2016.0,True,1.0,2.954313043962445,2.954313043962445,0
3.989400763260691,edb9b55f810a,southAfrica,,visual,1.0,2017.0,True,1.0,2.989400763260691,2.989400763260691,0
3.708699008874726,edb9b55f810a,southAfrica,,visual,1.0,2018.0,True,1.0,2.708699008874726,2.708699008874726,0
3.954313043962445,edb9b55f810a,southAfrica,,visual,1.0,2019.0,True,0.98,2.974313043962445,2.974313043962445,0
1.2211260879248909,edb9b55f810a,italy,,visual,1.0,2003.0,True,1.34,0.1188739120751092,-0.1188739120751092,0
1.2913015265213812,edb9b55f810a,italy,,visual,1.0,2004.0,True,1.36,0.0686984734786189,-0.0686984734786189,0
1.3614769651178726,edb9b55f810a,italy,,visual,1.0,2005.0,True,1.36,0.0014769651178725,0.0014769651178725,0
