Unnamed: 0,article_recommend,article_surprise,article_interest,PID,treatment,article,study,topic_inv_drug_overdose_vlaue_opinion,topic_inv_defend_view_point_drugOverdose,topic_inv_learning_drug_overdose,topic_inv_motivation_gaining_knowledge,att_elic_drug_overdose_opinion_pre,att_elic_combat_drug_priority_pre,att_elic_opinion_on_drug_legalization_pre,att_elic_drug_overdose_opinion_post,att_elic_combat_drug_priority_post,att_elic_opinion_on_drug_legalization_post,gender,race,education,age,race.Comment,education.Comment,gender.Comment,survey_start,study_finish,study_duration,cogref_race,cogref_sheep,cogref_name,cogref_volume,cogref_Superbowl,exclude,topic_involvement,attitude_pre,attitude_post,recall_rmse,recall_signed_err,recall_rmse.sc,vis_elic_rmse,vis_elic_signed_err,vis_elic_rmse.sc
72,3,4,5,261adba4de5e,Categorize,Drug-use disorder,two,3,2,4,3,4,5,2,5,5,2,Woman,White/Caucasian/European,High School,19,,,,1679514277889,1679515255293,16.2900666666667,Second,8,June,27,The turf played on during the 2023 Super Bowl was not adequate for the game and made it difficult for both teams to play.,0,12,11,12,1.54829585488286,1.10651444788442,0.154829585488286,,,
73,3,4,5,261adba4de5e,Categorize,Synthetic opioids,two,3,2,4,3,4,5,2,5,5,2,Woman,White/Caucasian/European,High School,19,,,,1679514277889,1679515255293,16.2900666666667,Second,8,June,27,The turf played on during the 2023 Super Bowl was not adequate for the game and made it difficult for both teams to play.,0,12,11,12,9312.44273968542,6652.24716318964,0.116405534246068,,,
74,3,1,1,9dda3d88ac7a,Control,Drug overdoses,two,4,4,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,40,,,,1679514322023,1679515523836,20.0302166666667,second,8,Emily,27,The Eagles coach says the field turf affected his players and may have been a factor in them losing.,0,16,14,14,8618.04623920422,-7851.3137254902,0.107725577990053,,,
75,3,3,3,9dda3d88ac7a,Control,Drug-use disorder,two,4,4,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,40,,,,1679514322023,1679515523836,20.0302166666667,second,8,Emily,27,The Eagles coach says the field turf affected his players and may have been a factor in them losing.,0,16,14,14,2.43698226129881,1.13699045407637,0.243698226129881,,,
76,3,3,3,9dda3d88ac7a,Control,Synthetic opioids,two,4,4,4,4,5,5,4,5,5,4,Woman,White/Caucasian/European,Undergraduate,40,,,,1679514322023,1679515523836,20.0302166666667,second,8,Emily,27,The Eagles coach says the field turf affected his players and may have been a factor in them losing.,0,16,14,14,20102.9282413456,17247.6583564174,0.25128660301682,,,
77,5,1,5,b5e5e21201c2,Control,Drug overdoses,two,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Masters,26,,,,1679514872885,1679515294242,7.02261666666667,Second,8,Emily,27',Poor turf quality during the 2023 Super Bowl caused issues for play with players slipping on both teams.,0,20,15,15,8417.69617916298,7504.72342621259,0.105221202239537,,,
78,5,1,5,b5e5e21201c2,Control,Drug-use disorder,two,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Masters,26,,,,1679514872885,1679515294242,7.02261666666667,Second,8,Emily,27',Poor turf quality during the 2023 Super Bowl caused issues for play with players slipping on both teams.,0,20,15,15,2.66076082630627,2.2797278121775,0.266076082630627,,,
79,5,1,5,b5e5e21201c2,Control,Synthetic opioids,two,5,5,5,5,5,5,5,5,5,5,Woman,White/Caucasian/European,Masters,26,,,,1679514872885,1679515294242,7.02261666666667,Second,8,Emily,27',Poor turf quality during the 2023 Super Bowl caused issues for play with players slipping on both teams.,0,20,15,15,18118.3651882561,15767.7414589104,0.226479564853201,,,
80,5,5,5,2a812872b2bc,Categorize,Drug overdoses,two,3,3,3,4,3,2,5,5,5,4,Woman,White/Caucasian/European,High School,34,,,,1679517073921,1679518076241,16.7053333333333,first,8,June,27',Reddick is basically blaming the field being a factor in the Eagles not winning even if both teams had the same disadvantage.,0,13,10,14,9302.03289494387,-7999.92053663571,0.116275411186798,,,
81,5,5,5,2a812872b2bc,Categorize,Drug-use disorder,two,3,3,3,4,3,2,5,5,5,4,Woman,White/Caucasian/European,High School,34,,,,1679517073921,1679518076241,16.7053333333333,first,8,June,27',Reddick is basically blaming the field being a factor in the Eagles not winning even if both teams had the same disadvantage.,0,13,10,14,1.91939499305753,1.24154411764706,0.191939499305753,,,
82,5,5,5,2a812872b2bc,Categorize,Synthetic opioids,two,3,3,3,4,3,2,5,5,5,4,Woman,White/Caucasian/European,High School,34,,,,1679517073921,1679518076241,16.7053333333333,first,8,June,27',Reddick is basically blaming the field being a factor in the Eagles not winning even if both teams had the same disadvantage.,0,13,10,14,7838.10481564279,6090.91782086796,0.0979763101955349,,,
83,2,3,4,7916ef514c2b,Control,Drug overdoses,two,5,4,3,4,4,2,2,4,2,3,Woman,White/Caucasian/European,High School,19,,,,1679527005167,1679527337892,5.54541666666667,first,8,Emily,9,"The turf for the superbowl game was bad, but it wasn't unfair to either team",0,16,8,9,11963.3770201276,-10333.6822498428,0.149542212751595,,,
84,3,3,4,7916ef514c2b,Control,Drug-use disorder,two,5,4,3,4,4,2,2,4,2,3,Woman,White/Caucasian/European,High School,19,,,,1679527005167,1679527337892,5.54541666666667,first,8,Emily,9,"The turf for the superbowl game was bad, but it wasn't unfair to either team",0,16,8,9,0.974764509579867,0.609266620080906,0.0974764509579867,,,
85,3,3,4,7916ef514c2b,Control,Synthetic opioids,two,5,4,3,4,4,2,2,4,2,3,Woman,White/Caucasian/European,High School,19,,,,1679527005167,1679527337892,5.54541666666667,first,8,Emily,9,"The turf for the superbowl game was bad, but it wasn't unfair to either team",0,16,8,9,14759.0561582009,11695.1828877034,0.184488201977511,,,
86,4,5,5,f778e7e1d855,Draw,Drug overdoses,two,4,3,4,4,4,5,2,5,5,2,Man,White/Caucasian/European,Masters,45,,,,1679527015317,1679527603015,9.79496666666667,second,8,Emily,0,The Eagles felt frustrated by the field condtions,0,15,11,12,5069.9926369998,-3436.50293069531,0.0633749079624975,15631.9298714904,-10718.2366768253,0.19539912339363
87,4,3,5,f778e7e1d855,Draw,Drug-use disorder,two,4,3,4,4,4,5,2,5,5,2,Man,White/Caucasian/European,Masters,45,,,,1679527015317,1679527603015,9.79496666666667,second,8,Emily,0,The Eagles felt frustrated by the field condtions,0,15,11,12,2.50471513107401,1.72982445432429,0.250471513107401,1.33940072541514,1.05325141646914,0.133940072541514
88,5,5,5,f778e7e1d855,Draw,Synthetic opioids,two,4,3,4,4,4,5,2,5,5,2,Man,White/Caucasian/European,Masters,45,,,,1679527015317,1679527603015,9.79496666666667,second,8,Emily,0,The Eagles felt frustrated by the field condtions,0,15,11,12,6873.92070026927,5290.41339883425,0.0859240087533659,14503.061059455,855.325499192058,0.181288263243187
89,5,5,5,0e0624bac2ef,Categorize,Drug overdoses,two,5,2,2,4,5,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,44,,,,1679527016458,1679527770662,12.5700666666667,second,eight,Emily,Nine,"The field at the Super Bowl this year was terrible, causing trouble for the Eagles and the Chiefs. However, it was not the reason the Eagles lost, said their coach. ",0,13,15,15,4257.61841309588,-93.6838605189841,0.0532202301636985,,,
90,5,5,5,0e0624bac2ef,Categorize,Drug-use disorder,two,5,2,2,4,5,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,44,,,,1679527016458,1679527770662,12.5700666666667,second,eight,Emily,Nine,"The field at the Super Bowl this year was terrible, causing trouble for the Eagles and the Chiefs. However, it was not the reason the Eagles lost, said their coach. ",0,13,15,15,1.80818803937743,0.907236139004199,0.180818803937743,,,
91,5,5,5,0e0624bac2ef,Categorize,Synthetic opioids,two,5,2,2,4,5,5,5,5,5,5,Woman,White/Caucasian/European,Undergraduate,44,,,,1679527016458,1679527770662,12.5700666666667,second,eight,Emily,Nine,"The field at the Super Bowl this year was terrible, causing trouble for the Eagles and the Chiefs. However, it was not the reason the Eagles lost, said their coach. ",0,13,15,15,13503.0921836457,11827.0619809476,0.168788652295571,,,
92,3,4,3,3d9093104eab,Draw,Drug overdoses,two,1,1,1,1,4,3,2,4,3,1,Man,White/Caucasian/European,High School,34,,,,1679527018460,1679527995994,16.2922333333333,second,8,Emily,3,"After the Chiefs beat the Eagles in the Super bowl, the Eagles complained about the field conditions, but acknowledged it was not the reason they lost.",0,4,9,8,9109.59152729688,-8012.3044375645,0.113869894091211,13555.170637911,-10356.9896800826,0.169439632973888
93,3,3,3,3d9093104eab,Draw,Drug-use disorder,two,1,1,1,1,4,3,2,4,3,1,Man,White/Caucasian/European,High School,34,,,,1679527018460,1679527995994,16.2922333333333,second,8,Emily,3,"After the Chiefs beat the Eagles in the Super bowl, the Eagles complained about the field conditions, but acknowledged it was not the reason they lost.",0,4,9,8,0.326997354318325,-0.303863519091848,0.0326997354318325,1.50897701757931,1.29365970072239,0.150897701757931
94,3,3,3,3d9093104eab,Draw,Synthetic opioids,two,1,1,1,1,4,3,2,4,3,1,Man,White/Caucasian/European,High School,34,,,,1679527018460,1679527995994,16.2922333333333,second,8,Emily,3,"After the Chiefs beat the Eagles in the Super bowl, the Eagles complained about the field conditions, but acknowledged it was not the reason they lost.",0,4,9,8,10257.4129264399,4742.810710988,0.128217661580499,14948.4161057538,-6367.06925207756,0.186855201321922
95,3,2,4,35c9f04b6bb9,Categorize,Drug overdoses,two,2,1,2,2,3,3,3,4,4,2,Man,White/Caucasian/European,Undergraduate,31,,,,1679527027084,1679528534528,25.1240666666667,second,8,June,27,The field of the Superbowl was really bad and affected both teams and it should have been better given the fact that it is the NFL.,0,7,9,10,17364.4994144255,-13977.2167182663,0.217056242680319,,,
96,3,3,4,35c9f04b6bb9,Categorize,Drug-use disorder,two,2,1,2,2,3,3,3,4,4,2,Man,White/Caucasian/European,Undergraduate,31,,,,1679527027084,1679528534528,25.1240666666667,second,8,June,27,The field of the Superbowl was really bad and affected both teams and it should have been better given the fact that it is the NFL.,0,7,9,10,1.32892727432766,0.861771155830753,0.132892727432766,,,
97,3,3,4,35c9f04b6bb9,Categorize,Synthetic opioids,two,2,1,2,2,3,3,3,4,4,2,Man,White/Caucasian/European,Undergraduate,31,,,,1679527027084,1679528534528,25.1240666666667,second,8,June,27,The field of the Superbowl was really bad and affected both teams and it should have been better given the fact that it is the NFL.,0,7,9,10,8071.558043907,-675.47183748846,0.100894475548837,,,
98,4,5,5,6e0aa9ba5a75,Control,Drug overdoses,two,3,3,4,5,4,2,5,4,3,5,Man,other,Undergraduate,30,Mixed Caucasian/Native American,,,1679527028605,1679529554963,42.1059666666667,first,eight,June,27,"During the 2023 Super Bowl, both teams stated that they experienced trouble with the turf quality of the field.",0,15,11,12,9704.37369018874,-8330.15789473685,0.121304671127359,,,
99,4,5,5,6e0aa9ba5a75,Control,Drug-use disorder,two,3,3,4,5,4,2,5,4,3,5,Man,other,Undergraduate,30,Mixed Caucasian/Native American,,,1679527028605,1679529554963,42.1059666666667,first,eight,June,27,"During the 2023 Super Bowl, both teams stated that they experienced trouble with the turf quality of the field.",0,15,11,12,1.1050367733744,-0.190860423116615,0.11050367733744,,,
100,4,5,5,6e0aa9ba5a75,Control,Synthetic opioids,two,3,3,4,5,4,2,5,4,3,5,Man,other,Undergraduate,30,Mixed Caucasian/Native American,,,1679527028605,1679529554963,42.1059666666667,first,eight,June,27,"During the 2023 Super Bowl, both teams stated that they experienced trouble with the turf quality of the field.",0,15,11,12,10456.8239089994,6844.38042474607,0.130710298862493,,,
101,2,4,2,36016373dada,Draw,Drug overdoses,two,2,2,1,1,4,4,4,5,5,4,Man,White/Caucasian/European,Undergraduate,30,,,,1679527034505,1679528260137,20.4272,First,7,June,27,The truf that the Eagles and the Chiefs were playing on was bad but the coaches didn't want to use it as an excuse for the results of the game.,0,6,12,14,4710.85784522222,-4106.33208768706,0.0588857230652777,16655.9122451472,-13452.0493219492,0.208198903064339
102,2,3,2,36016373dada,Draw,Drug-use disorder,two,2,2,1,1,4,4,4,5,5,4,Man,White/Caucasian/European,Undergraduate,30,,,,1679527034505,1679528260137,20.4272,First,7,June,27,The truf that the Eagles and the Chiefs were playing on was bad but the coaches didn't want to use it as an excuse for the results of the game.,0,6,12,14,0.402225012001531,-0.35225268227151,0.0402225012001531,2.69401103199527,2.24836651277493,0.269401103199527
103,2,3,2,36016373dada,Draw,Synthetic opioids,two,2,2,1,1,4,4,4,5,5,4,Man,White/Caucasian/European,Undergraduate,30,,,,1679527034505,1679528260137,20.4272,First,7,June,27,The truf that the Eagles and the Chiefs were playing on was bad but the coaches didn't want to use it as an excuse for the results of the game.,0,6,12,14,17390.7040682917,10505.0646316655,0.217383800853646,6996.32932618598,-146.828258454523,0.0874541165773248
104,3,3,4,84322b54260e,Categorize,Drug overdoses,two,5,4,4,5,5,5,5,5,5,5,Woman,Hispanic/Latino,Undergraduate,32,,,,1679527035577,1679527965323,15.4957666666667,2nd,8,emily,3 cubic feet,"the super bowl was played on poor turf, which affected both teams significantly. ",0,18,15,15,3179.44492040606,612.204509723291,0.0397430615050758,,,
105,3,1,4,84322b54260e,Categorize,Drug-use disorder,two,5,4,4,5,5,5,5,5,5,5,Woman,Hispanic/Latino,Undergraduate,32,,,,1679527035577,1679527965323,15.4957666666667,2nd,8,emily,3 cubic feet,"the super bowl was played on poor turf, which affected both teams significantly. ",0,18,15,15,2.14077545293289,1.4924663531891,0.214077545293289,,,
106,4,1,4,84322b54260e,Categorize,Synthetic opioids,two,5,4,4,5,5,5,5,5,5,5,Woman,Hispanic/Latino,Undergraduate,32,,,,1679527035577,1679527965323,15.4957666666667,2nd,8,emily,3 cubic feet,"the super bowl was played on poor turf, which affected both teams significantly. ",0,18,15,15,4835.58097627476,1316.26750779086,0.0604447622034345,,,
107,4,3,4,dda109b48908,Draw,Drug overdoses,two,3,3,2,3,4,5,5,5,5,5,Man,White/Caucasian/European,High School,38,,,,1679527038879,1679527731226,11.5391166666667,second,8,Emily,27,Arizona's football field wasn't up to par.  People were slipping and sliding.,0,11,14,15,8956.17402829826,-6280.67066563468,0.111952175353728,20676.0191919622,-15547.9580390544,0.258450239899527
108,3,2,3,dda109b48908,Draw,Drug-use disorder,two,3,3,2,3,4,5,5,5,5,5,Man,White/Caucasian/European,High School,38,,,,1679527038879,1679527731226,11.5391166666667,second,8,Emily,27,Arizona's football field wasn't up to par.  People were slipping and sliding.,0,11,14,15,1.64782807830845,0.70464417700674,0.164782807830845,0.472172849915741,0.250017485406992,0.0472172849915741
109,3,4,4,dda109b48908,Draw,Synthetic opioids,two,3,3,2,3,4,5,5,5,5,5,Man,White/Caucasian/European,High School,38,,,,1679527038879,1679527731226,11.5391166666667,second,8,Emily,27,Arizona's football field wasn't up to par.  People were slipping and sliding.,0,11,14,15,12384.7405531146,10144.5827706602,0.154809256913932,16427.1645663078,-8240.89025349146,0.205339557078847
110,2,2,2,11b48eb58c37,Draw,Drug overdoses,two,1,2,2,2,5,5,1,5,5,1,Woman,Hispanic/Latino,High School,20,,,,1679527044503,1679527700644,10.9356833333333,2nd,8,Emily,27,A lot of football players were frustrated that the turf wasn't good for the SuperBowl 2023.,0,7,11,11,4828.24457766905,1548.32507739938,0.0603530572208631,7222.8747959808,4124.17647058822,0.09028593494976
111,2,2,2,11b48eb58c37,Draw,Drug-use disorder,two,1,2,2,2,5,5,1,5,5,1,Woman,Hispanic/Latino,High School,20,,,,1679527044503,1679527700644,10.9356833333333,2nd,8,Emily,27,A lot of football players were frustrated that the turf wasn't good for the SuperBowl 2023.,0,7,11,11,2.09733254384521,1.07490970072239,0.209733254384521,1.40114074131445,1.06665376676987,0.140114074131445
112,2,5,2,11b48eb58c37,Draw,Synthetic opioids,two,1,2,2,2,5,5,1,5,5,1,Woman,Hispanic/Latino,High School,20,,,,1679527044503,1679527700644,10.9356833333333,2nd,8,Emily,27,A lot of football players were frustrated that the turf wasn't good for the SuperBowl 2023.,0,7,11,11,8336.51546196961,6169.17266851339,0.10420644327462,16529.8344702992,-6344.21606648199,0.206622930878741
113,4,2,3,82105e9d49ad,Categorize,Drug overdoses,two,3,3,2,2,4,5,4,5,5,4,Man,White/Caucasian/European,High School,28,,,,1679527047011,1679527976045,15.4839,second,8,Emily,3,Arizona's football field caused players significant frustration when playing there during the 2023 Super Bowl.,0,10,13,14,8462.44616268506,-6811.06604747161,0.105780577033563,,,
114,3,4,3,82105e9d49ad,Categorize,Drug-use disorder,two,3,3,2,2,4,5,4,5,5,4,Man,White/Caucasian/European,High School,28,,,,1679527047011,1679527976045,15.4839,second,8,Emily,3,Arizona's football field caused players significant frustration when playing there during the 2023 Super Bowl.,0,10,13,14,1.39763747186535,1.19407249742002,0.139763747186535,,,
115,4,5,4,82105e9d49ad,Categorize,Synthetic opioids,two,3,3,2,2,4,5,4,5,5,4,Man,White/Caucasian/European,High School,28,,,,1679527047011,1679527976045,15.4839,second,8,Emily,3,Arizona's football field caused players significant frustration when playing there during the 2023 Super Bowl.,0,10,13,14,5267.86443090001,122.312096029547,0.0658483053862501,,,
116,3,4,4,026694665962,Draw,Drug overdoses,two,3,3,3,3,4,5,2,5,5,1,Woman,White/Caucasian/European,Undergraduate,47,,,,1679527052932,1679528205886,19.2159,third,8,Emily,3,The field conditions affected both teams playing but the Eagles stated the conditions did not decide the game.,0,12,11,11,18543.7898756371,-15961.8532435178,0.231797373445463,10682.7066383304,-8630.58389367261,0.13353383297913
117,3,4,4,026694665962,Draw,Drug-use disorder,two,3,3,3,3,4,5,2,5,5,1,Woman,White/Caucasian/European,Undergraduate,47,,,,1679527052932,1679528205886,19.2159,third,8,Emily,3,The field conditions affected both teams playing but the Eagles stated the conditions did not decide the game.,0,12,11,11,0.477800345735542,0.275198298120646,0.0477800345735542,2.22427265380544,1.68283503702674,0.222427265380544
118,3,5,5,026694665962,Draw,Synthetic opioids,two,3,3,3,3,4,5,2,5,5,1,Woman,White/Caucasian/European,Undergraduate,47,,,,1679527052932,1679528205886,19.2159,third,8,Emily,3,The field conditions affected both teams playing but the Eagles stated the conditions did not decide the game.,0,12,11,11,26973.7633168886,23649.5318595626,0.337172041461107,15505.0296848485,6678.65650608842,0.193812871060606
